Name, finalTime, numberOfAttempts
Sphere12, 2350.3429, 1
Sphere11, 1537.0143, 2
Sphere4, 774.6209, 1
Sphere15, 1099.9085, 1
Sphere8, 1524.737, 2
Sphere1, 736.3588, 1
Sphere3, 836.8459, 1
Sphere14, 1023.9573, 1
Sphere16, 1737.4406, 2
Sphere9, 1086.8175, 1
Sphere17, 887.1324, 1
Sphere7, 1687.0112, 2
Sphere19, 725.1618, 1
Sphere6, 1462.0435, 2
Sphere13, 1299.0499, 2
Sphere20, 799.1471, 1
Sphere2, 1624.3311, 2
Sphere10, 975.0745, 1
Sphere5, 1211.9624, 1
Sphere18, 1411.2535, 2
Sphere10, 925.0462, 1
Sphere17, 761.9883, 1
Sphere9, 724.8233, 1
Sphere4, 1337.0114, 2
Sphere7, 1012.3181, 1
Sphere18, 1748.3619, 3
Sphere3, 662.3018, 1
Sphere11, 736.1813, 1
Sphere20, 674.4637, 1
Sphere15, 749.6514, 1
Sphere12, 700.0472, 1
Sphere5, 798.8967, 1
Sphere13, 1011.7041, 1
Sphere14, 824.8124, 1
Sphere6, 711.2809, 1
Sphere1, 486.7911, 1
Sphere19, 699.1518, 1
Sphere8, 1062.2122, 2
Sphere16, 573.7115, 1
Sphere2, 912.2588, 2
Sphere1, 512.6014, 1
Sphere12, 661.4407, 1
Sphere5, 737.2209, 1
Sphere14, 511.6614, 1
Sphere9, 1612.5062, 3
Sphere10, 936.5694, 2
Sphere8, 998.7092, 2
Sphere17, 923.9521, 1
Sphere7, 737.4252, 1
Sphere3, 1399.4533, 3
Total, 50964.6557, 69
