Name, finalTime, numberOfAttempts
Sphere18, 22063.1432, 2
Sphere3, 1262.4171, 1
Sphere15, 5462.4105, 1
Sphere8, 2836.74, 1
Sphere7, 937.5387, 1
Sphere4, 2062.5894, 1
Sphere2, 1050.1703, 1
Sphere9, 937.2459, 1
Sphere12, 1462.2933, 1
Sphere10, 849.4306, 1
Sphere11, 7074.5997, 3
Sphere1, 1599.3724, 1
Sphere20, 887.0776, 1
Sphere5, 1174.3518, 1
Sphere6, 836.9421, 1
Sphere16, 3775.4335, 1
Sphere17, 812.1118, 1
Sphere13, 973.1901, 1
Sphere19, 1949.58, 1
Sphere14, 1386.8905, 1
Sphere12, 862.5377, 1
Sphere2, 763.4551, 1
Sphere18, 1872.9465, 2
Sphere11, 1475.4427, 1
Sphere16, 1973.1562, 1
Sphere15, 7124.9027, 3
Sphere7, 899.942, 1
Sphere10, 824.8836, 1
Sphere8, 1637.0461, 1
Sphere6, 875.0483, 1
Sphere14, 1711.8426, 1
Sphere20, 1124.7645, 1
Sphere4, 1412.2684, 1
Sphere3, 862.2753, 1
Sphere13, 911.7043, 1
Sphere9, 774.9999, 1
Sphere5, 799.5805, 1
Sphere17, 786.6971, 1
Sphere19, 1551.0352, 1
Sphere1, 823.2221, 1
Sphere2, 1000.0448, 1
Sphere10, 724.6761, 1
Sphere14, 2025.1355, 1
Sphere7, 1111.8953, 1
Sphere15, 1312.743, 1
Sphere4, 799.4704, 1
Sphere18, 5686.4238, 1
Sphere1, 1349.4277, 1
Sphere12, 1349.833, 1
Sphere16, 2175.2408, 1
Total, 106015.0926, 56
