Name, finalTime, numberOfAttempts
Sphere12, 662.0505, 1
Sphere11, 1062.7223, 1
Sphere4, 886.3877, 1
Sphere15, 1049.2682, 1
Sphere8, 1062.3814, 1
Sphere1, 662.2943, 1
Sphere3, 800.0525, 1
Sphere14, 1212.2704, 2
Sphere16, 523.8025, 1
Sphere9, 837.0405, 1
Sphere17, 875.3383, 1
Sphere7, 899.8218, 1
Sphere19, 561.6539, 1
Sphere6, 650.1453, 1
Sphere13, 825.1962, 2
Sphere20, 1362.5485, 3
Sphere2, 599.5484, 1
Sphere10, 623.8415, 1
Sphere5, 1223.9635, 2
Sphere18, 549.089, 1
Sphere10, 737.161, 1
Sphere17, 949.1023, 2
Sphere9, 675.2658, 1
Sphere4, 911.6109, 2
Sphere7, 624.4912, 1
Sphere18, 923.2857, 2
Sphere3, 587.4736, 1
Sphere11, 786.8496, 2
Sphere20, 512.0863, 1
Sphere15, 524.5983, 1
Sphere12, 861.412, 2
Sphere5, 686.7636, 1
Sphere13, 962.7418, 2
Sphere14, 1024.6366, 2
Sphere6, 586.633, 1
Sphere1, 486.8857, 1
Sphere19, 699.2166, 1
Sphere8, 686.3814, 1
Sphere16, 485.7737, 1
Sphere2, 499.7818, 1
Sphere1, 738.0865, 2
Sphere12, 787.4672, 2
Sphere5, 1711.5424, 4
Sphere14, 711.9085, 1
Sphere9, 649.286, 1
Sphere10, 512.7487, 1
Sphere8, 1024.5087, 2
Sphere17, 950.7295, 1
Sphere7, 1087.5582, 1
Sphere3, 1074.6611, 1
Total, 40414.4642, 68
