Name, finalTime, numberOfAttempts
Sphere18, 7048.9534, 3
Sphere3, 1523.77, 1
Sphere15, 2799.5166, 1
Sphere8, 1511.9106, 1
Sphere7, 1311.7232, 1
Sphere4, 1473.6485, 1
Sphere2, 1749.2004, 1
Sphere9, 1561.4019, 1
Sphere12, 2948.8377, 1
Sphere10, 3424.7987, 1
Sphere11, 2975.2722, 1
Sphere1, 2149.8458, 1
Sphere20, 1373.5816, 1
Sphere5, 1461.5592, 1
Sphere6, 849.6221, 1
Sphere16, 7361.9207, 3
Sphere17, 2386.8013, 1
Sphere13, 7024.2704, 1
Sphere19, 3198.9711, 1
Sphere14, 5362.1759, 3
Sphere12, 3236.989, 1
Sphere2, 949.3405, 1
Sphere18, 19375.7464, 8
Sphere11, 1973.0983, 1
Sphere16, 6812.6919, 3
Sphere15, 2312.6049, 1
Sphere7, 1111.71, 1
Sphere10, 3513.1201, 1
Sphere8, 3310.8542, 1
Sphere6, 1836.719, 1
Sphere14, 2386.5905, 1
Sphere20, 999.4073, 1
Sphere4, 861.3238, 1
Sphere3, 2962.0217, 1
Sphere13, 7423.7062, 2
Sphere9, 1474.711, 1
Sphere5, 3674.4271, 1
Sphere17, 1011.5807, 1
Sphere19, 6849.4702, 1
Sphere1, 3174.6541, 1
Sphere2, 949.1413, 1
Sphere10, 3124.5849, 1
Sphere14, 1962.3186, 1
Sphere7, 961.7504, 1
Sphere15, 998.7938, 1
Sphere4, 1774.4052, 1
Sphere18, 11337.5722, 1
Sphere1, 2975.3353, 1
Sphere12, 886.8634, 1
Sphere16, 2174.493, 1
Total, 161928.4743, 66
