Name, finalTime, numberOfAttempts
Sphere19, 2061.9105, 1
Sphere16, 1137.4637, 1
Sphere13, 1661.0234, 2
Sphere15, 1162.0747, 1
Sphere11, 1063.0413, 1
Sphere12, 1122.6302, 1
Sphere7, 1274.4255, 1
Sphere18, 1100.1989, 1
Sphere10, 1387.969, 1
Sphere8, 1449.0256, 2
Sphere3, 1387.6463, 1
Sphere9, 1099.0461, 1
Sphere1, 2124.826, 3
Sphere2, 1275.2562, 1
Sphere4, 1373.9219, 1
Sphere6, 1137.2078, 1
Sphere17, 1186.9232, 1
Sphere20, 1137.5602, 1
Sphere14, 2173.9939, 3
Sphere5, 1250.0088, 1
Sphere17, 1299.3577, 1
Sphere2, 911.6134, 1
Sphere4, 1074.1197, 1
Sphere11, 1250.0671, 1
Sphere18, 1273.9778, 1
Sphere1, 1461.4752, 2
Sphere13, 987.298, 1
Sphere14, 1274.959, 1
Sphere7, 1149.7853, 1
Sphere15, 899.1572, 1
Sphere12, 1124.3044, 1
Sphere9, 1186.8547, 1
Sphere6, 1061.3388, 1
Sphere10, 986.129, 1
Sphere19, 1187.143, 1
Sphere8, 999.0772, 1
Sphere3, 2123.7413, 3
Sphere20, 1674.293, 2
Sphere16, 874.4032, 1
Sphere5, 962.2987, 1
Sphere18, 1012.2777, 1
Sphere13, 2312.8732, 4
Sphere9, 1086.4197, 1
Sphere1, 1037.0269, 1
Sphere7, 1149.8331, 1
Sphere15, 937.7507, 1
Sphere16, 1012.1807, 1
Sphere10, 1699.8593, 2
Sphere14, 1350.6549, 1
Sphere2, 686.9806, 1
Total, 63639.2888, 64
