Name, finalTime, numberOfAttempts
Sphere18, 4412.6485, 3
Sphere3, 2037.1715, 1
Sphere15, 1462.0297, 1
Sphere8, 1374.0088, 1
Sphere7, 1337.1366, 1
Sphere4, 9913.2671, 2
Sphere2, 3173.9665, 1
Sphere9, 1462.2842, 1
Sphere12, 1549.9278, 1
Sphere10, 1737.1476, 1
Sphere11, 3048.986, 1
Sphere1, 1886.7395, 1
Sphere20, 1049.0671, 1
Sphere5, 4136.5136, 1
Sphere6, 1786.9623, 1
Sphere16, 1698.9022, 1
Sphere17, 1686.8409, 1
Sphere13, 1287.0893, 1
Sphere19, 3136.8017, 1
Sphere14, 4436.2174, 1
Sphere12, 2161.5928, 1
Sphere2, 1236.3771, 1
Sphere18, 3299.4481, 1
Sphere11, 2062.014, 1
Sphere16, 3773.8363, 1
Sphere15, 2024.9915, 1
Sphere7, 1786.903, 1
Sphere10, 1912.5795, 1
Sphere8, 1662.4469, 1
Sphere6, 1687.4342, 1
Sphere14, 3099.5344, 1
Sphere20, 2875.0919, 1
Sphere4, 1399.4025, 1
Sphere3, 1136.3594, 1
Sphere13, 1599.1353, 1
Sphere9, 4148.9316, 1
Sphere5, 1599.3483, 1
Sphere17, 1537.087, 1
Sphere19, 3512.0565, 1
Sphere1, 1448.7438, 1
Sphere2, 4286.7261, 2
Sphere10, 1449.6056, 2
Sphere14, 3262.3102, 1
Sphere7, 1249.5087, 1
Sphere15, 1599.7175, 1
Sphere4, 3587.2789, 1
Sphere18, 3198.8554, 1
Sphere1, 1974.1824, 1
Sphere12, 1624.7145, 1
Sphere16, 4874.4856, 1
Total, 123715.2705, 55
