Name, finalTime, numberOfAttempts
Sphere12, 2512.4866, 1
Sphere11, 1836.4728, 1
Sphere4, 5200.0243, 2
Sphere15, 1573.875, 1
Sphere8, 1336.8655, 1
Sphere1, 1224.6618, 1
Sphere3, 2249.1233, 1
Sphere14, 1812.7998, 1
Sphere16, 1299.5567, 1
Sphere9, 1662.0501, 1
Sphere17, 1437.0456, 1
Sphere7, 1586.8962, 1
Sphere19, 1487.0041, 1
Sphere6, 1262.2118, 1
Sphere13, 1312.0684, 1
Sphere20, 1261.6494, 1
Sphere2, 1099.1819, 1
Sphere10, 1424.5138, 1
Sphere5, 2749.1498, 1
Sphere18, 1074.1609, 1
Sphere10, 1358.7971, 1
Sphere17, 1162.0123, 1
Sphere9, 1086.6581, 1
Sphere4, 1199.7815, 1
Sphere7, 1349.6725, 1
Sphere18, 1749.6245, 1
Sphere3, 1437.353, 1
Sphere11, 1750.1904, 1
Sphere20, 1400.1309, 1
Sphere15, 1186.8602, 1
Sphere12, 1536.7133, 1
Sphere5, 2074.8018, 1
Sphere13, 1974.4628, 1
Sphere14, 1373.8311, 1
Sphere6, 999.6127, 1
Sphere1, 949.7897, 1
Sphere19, 1173.9075, 1
Sphere8, 1237.0943, 1
Sphere16, 1136.9991, 1
Sphere2, 1074.8072, 1
Sphere1, 1073.5041, 1
Sphere12, 1125.6017, 1
Sphere5, 1186.8579, 1
Sphere14, 962.0736, 1
Sphere9, 1087.5781, 1
Sphere10, 849.4834, 1
Sphere8, 3051.9587, 2
Sphere17, 1397.9538, 1
Sphere7, 1336.3793, 1
Sphere3, 1124.962, 1
Total, 75840.1442, 52
