Name, finalTime, numberOfAttempts
Sphere18, 10699.9201, 2
Sphere3, 924.5902, 1
Sphere15, 1199.1974, 1
Sphere8, 1049.335, 1
Sphere7, 698.5088, 1
Sphere4, 1074.5914, 1
Sphere2, 962.5216, 1
Sphere9, 886.8132, 1
Sphere12, 962.1508, 1
Sphere10, 1200.2823, 1
Sphere11, 1199.6397, 1
Sphere1, 1461.2413, 1
Sphere20, 824.8148, 1
Sphere5, 774.5471, 1
Sphere6, 536.4785, 1
Sphere16, 5625.7865, 5
Sphere17, 2799.9353, 1
Sphere13, 849.776, 1
Sphere19, 2312.2917, 2
Sphere14, 599.4448, 1
Sphere12, 1262.3205, 3
Sphere2, 837.5263, 1
Sphere18, 1699.6747, 2
Sphere11, 786.1416, 1
Sphere16, 2574.331, 2
Sphere15, 712.2417, 1
Sphere7, 1336.7066, 2
Sphere10, 1136.865, 1
Sphere8, 3711.8326, 4
Sphere6, 824.3854, 1
Sphere14, 7999.5257, 7
Sphere20, 1273.8627, 1
Sphere4, 1474.7242, 1
Sphere3, 1037.3914, 1
Sphere13, 1162.8018, 1
Sphere9, 686.9232, 1
Sphere5, 1424.0021, 2
Sphere17, 986.6199, 1
Sphere19, 5310.8492, 3
Sphere1, 950.2342, 1
Sphere2, 962.4442, 1
Sphere10, 787.0368, 1
Sphere14, 5424.7264, 5
Sphere7, 1185.8922, 1
Sphere15, 6237.0197, 4
Sphere4, 1574.1472, 2
Sphere18, 1162.7191, 1
Sphere1, 1262.2927, 1
Sphere12, 761.6097, 1
Sphere16, 899.6818, 2
Total, 94114.3068, 82
Name, finalTime, numberOfAttempts
