Name, finalTime, numberOfAttempts
Sphere18, 3624.6267, 1
Sphere3, 5900.7375, 1
Sphere15, 1137.2713, 1
Sphere8, 2174.6525, 1
Sphere7, 2611.7202, 1
Sphere4, 2412.8184, 1
Sphere2, 6987.4124, 1
Sphere9, 2436.6582, 1
Sphere12, 5274.6848, 1
Sphere10, 836.3733, 1
Sphere11, 1686.3166, 1
Sphere1, 1988.1282, 1
Sphere20, 2411.6413, 1
Sphere5, 2550.0312, 1
Sphere6, 1024.5573, 1
Sphere16, 1111.4818, 1
Sphere17, 2624.6118, 1
Sphere13, 2536.9618, 1
Sphere19, 3561.7875, 1
Sphere14, 861.5774, 1
Sphere12, 1924.5279, 1
Sphere2, 936.7984, 1
Sphere18, 5636.7164, 1
Sphere11, 2687.2831, 2
Sphere16, 6424.8445, 2
Sphere15, 1173.8944, 1
Sphere7, 824.239, 1
Sphere10, 3499.6369, 1
Sphere8, 2924.4697, 1
Sphere6, 2812.4676, 2
Sphere14, 5524.4841, 2
Sphere20, 2625.1131, 1
Sphere4, 1474.4825, 1
Sphere3, 2724.5652, 1
Sphere13, 3099.1488, 1
Sphere9, 3461.9465, 1
Sphere5, 2499.8445, 1
Sphere17, 912.1978, 1
Sphere19, 15399.6442, 1
Sphere1, 1537.3688, 1
Sphere2, 912.0767, 1
Sphere10, 1012.1846, 1
Sphere14, 4324.3428, 1
Sphere7, 8350.1328, 1
Sphere15, 5837.1226, 1
Sphere4, 1286.4984, 1
Sphere18, 5212.0847, 1
Sphere1, 1112.3194, 1
Sphere12, 1325.1446, 1
Sphere16, 9362.9421, 1
Total, 160616.5299, 54
