Name, finalTime, numberOfAttempts
Sphere12, 3349.3186, 5
Sphere11, 4335.94, 3
Sphere4, 5171.9872, 3
Sphere15, 2974.9787, 1
Sphere8, 2374.9182, 1
Sphere1, 2298.8737, 1
Sphere3, 4637.1808, 6
Sphere14, 2162.5655, 1
Sphere16, 1487.5283, 1
Sphere9, 1587.5984, 1
Sphere17, 2236.9784, 2
Sphere7, 1861.5999, 1
Sphere19, 1374.0118, 1
Sphere6, 2049.2527, 1
Sphere13, 1549.4483, 2
Sphere20, 1974.6231, 1
Sphere2, 3275.3832, 3
Sphere10, 2162.6417, 3
Sphere5, 2424.9118, 2
Sphere18, 2162.2931, 2
Sphere10, 1711.8145, 1
Sphere17, 1512.599, 1
Sphere9, 1262.0819, 2
Sphere4, 3099.3978, 2
Sphere7, 2049.5133, 1
Sphere18, 2449.5949, 1
Sphere3, 3086.2848, 3
Sphere11, 2749.6252, 2
Sphere20, 1137.2463, 1
Sphere15, 1561.2893, 1
Sphere12, 2124.2799, 1
Sphere5, 1923.6098, 1
Sphere13, 1924.133, 2
Sphere14, 1736.8052, 1
Sphere6, 1623.91, 1
Sphere1, 1224.6287, 1
Sphere19, 4974.6459, 4
Sphere8, 1086.0536, 1
Sphere16, 1661.8855, 1
Sphere2, 2712.265, 1
Sphere1, 4212.491, 2
Sphere12, 1637.3787, 1
Sphere5, 3812.3629, 2
Sphere14, 1299.2707, 1
Sphere9, 2999.3635, 2
Sphere10, 1587.0245, 1
Sphere8, 1024.2612, 1
Sphere17, 1425.4384, 1
Sphere7, 1437.4493, 1
Sphere3, 4124.8743, 3
Total, 116652.4603, 85
