Name, finalTime, numberOfAttempts
Sphere12, 2168.3855, 1
Sphere10, 1936.3626, 1
Sphere16, 2088.1702, 1
Sphere4, 2849.9715, 1
Sphere7, 1699.2923, 1
Sphere17, 2599.6878, 1
Sphere13, 2262.4823, 1
Sphere1, 1349.5702, 1
Sphere19, 1111.8659, 1
Sphere18, 2185.9982, 1
Sphere14, 2261.7368, 1
Sphere3, 1725.0108, 1
Sphere5, 2073.4928, 1
Sphere20, 1287.0115, 1
Sphere6, 1799.1523, 1
Sphere11, 1774.225, 1
Sphere9, 1299.657, 1
Sphere8, 2236.4629, 1
Sphere2, 5611.7829, 2
Sphere15, 2324.4368, 1
Sphere3, 1524.7164, 1
Sphere19, 1575.152, 1
Sphere16, 5137.6749, 1
Sphere7, 1698.7015, 1
Sphere9, 1686.7949, 1
Sphere18, 2075.1872, 1
Sphere13, 2425.0946, 1
Sphere1, 1312.2342, 1
Sphere6, 1763.1528, 1
Sphere5, 2523.4688, 1
Sphere20, 1948.9919, 1
Sphere8, 2861.3199, 1
Sphere17, 2323.9311, 1
Sphere15, 1787.3853, 1
Sphere2, 2449.779, 1
Sphere12, 2237.2652, 1
Sphere4, 1248.8301, 1
Sphere14, 1649.9488, 1
Sphere11, 1649.7439, 1
Sphere10, 2162.6402, 1
Sphere6, 1837.5601, 1
Sphere4, 1712.5056, 1
Sphere8, 3550.1038, 1
Sphere14, 1874.9046, 1
Sphere17, 1724.5064, 1
Sphere1, 1436.7864, 1
Sphere9, 1098.7268, 1
Sphere11, 1724.8867, 1
Sphere12, 1587.3867, 1
Sphere16, 949.4615, 1
Total, 102207.5121, 51
Name, finalTime, numberOfAttempts
