Name, finalTime, numberOfAttempts
Sphere19, 2486.1652, 1
Sphere16, 6749.7091, 5
Sphere13, 2361.6957, 1
Sphere15, 1662.0541, 1
Sphere11, 1400.3282, 1
Sphere12, 1925.1093, 1
Sphere7, 2349.4006, 1
Sphere18, 3774.9189, 1
Sphere10, 1799.9639, 1
Sphere8, 3799.6212, 2
Sphere3, 2611.5625, 1
Sphere9, 2111.1699, 1
Sphere1, 1686.8052, 1
Sphere2, 2149.2385, 1
Sphere4, 4436.7785, 1
Sphere6, 1811.8365, 1
Sphere17, 2874.7279, 1
Sphere20, 2037.0568, 1
Sphere14, 1949.1412, 1
Sphere5, 1448.7867, 1
Sphere17, 1512.1879, 1
Sphere2, 1950.284, 1
Sphere4, 2487.6932, 2
Sphere11, 1449.8757, 1
Sphere18, 2549.7576, 1
Sphere1, 2773.9274, 1
Sphere13, 1824.299, 1
Sphere14, 2911.8089, 1
Sphere7, 2799.2995, 1
Sphere15, 1787.6023, 1
Sphere12, 1861.8407, 1
Sphere9, 1486.488, 1
Sphere6, 2636.28, 1
Sphere10, 1524.3053, 1
Sphere19, 2761.5741, 1
Sphere8, 1699.2035, 1
Sphere3, 2649.475, 2
Sphere20, 2375.039, 1
Sphere16, 2237.2433, 1
Sphere5, 1724.1865, 1
Sphere18, 2111.3078, 1
Sphere13, 3362.4005, 1
Sphere9, 1649.6103, 1
Sphere1, 2924.5104, 1
Sphere7, 2436.4106, 1
Sphere15, 1861.7402, 1
Sphere16, 2611.981, 1
Sphere10, 1773.9339, 1
Sphere14, 2286.5283, 1
Sphere2, 1536.9622, 1
Total, 117014.7383, 57
