Name, finalTime, numberOfAttempts
Sphere12, 1860.2302, 1
Sphere11, 963.0971, 1
Sphere4, 862.5993, 1
Sphere15, 1000.368, 1
Sphere8, 1124.9673, 1
Sphere1, 1050.0225, 1
Sphere3, 812.8197, 1
Sphere14, 862.4594, 1
Sphere16, 524.9443, 1
Sphere9, 1999.7314, 1
Sphere17, 1237.4463, 1
Sphere7, 1986.6555, 2
Sphere19, 1011.3499, 1
Sphere6, 936.4077, 1
Sphere13, 736.641, 1
Sphere20, 1474.0311, 2
Sphere2, 899.498, 1
Sphere10, 862.8013, 1
Sphere5, 1474.7896, 1
Sphere18, 910.9867, 1
Sphere10, 1137.1567, 1
Sphere17, 949.9064, 1
Sphere9, 725.1726, 1
Sphere4, 637.6261, 1
Sphere7, 762.1725, 1
Sphere18, 660.9307, 1
Sphere3, 612.0428, 1
Sphere11, 823.8953, 1
Sphere20, 661.3999, 1
Sphere15, 598.6245, 1
Sphere12, 821.2827, 1
Sphere5, 749.2601, 1
Sphere13, 974.6252, 1
Sphere14, 724.7148, 1
Sphere6, 1224.8832, 2
Sphere1, 549.6155, 1
Sphere19, 649.4294, 1
Sphere8, 700.1873, 1
Sphere16, 562.6315, 1
Sphere2, 587.0629, 1
Sphere1, 512.6098, 1
Sphere12, 623.3334, 1
Sphere5, 925.1308, 1
Sphere14, 486.8615, 1
Sphere9, 1248.9354, 2
Sphere10, 574.4249, 1
Sphere8, 799.5915, 1
Sphere17, 974.4599, 1
Sphere7, 785.9306, 1
Sphere3, 536.8663, 1
Total, 45199.4184, 54
