Name, finalTime, numberOfAttempts
Sphere12, 1374.0502, 1
Sphere10, 2049.9156, 1
Sphere16, 2812.5298, 1
Sphere4, 1961.8626, 1
Sphere7, 1323.9318, 1
Sphere17, 1248.9765, 1
Sphere13, 3324.0553, 1
Sphere1, 2162.3116, 1
Sphere19, 1549.7892, 1
Sphere18, 2136.4668, 1
Sphere14, 2937.4862, 1
Sphere3, 3037.0706, 1
Sphere5, 6937.3846, 1
Sphere20, 1799.8464, 1
Sphere6, 3386.6632, 1
Sphere11, 2512.8039, 1
Sphere9, 1386.7237, 1
Sphere8, 3149.8345, 1
Sphere2, 2211.8121, 1
Sphere15, 2212.4295, 1
Sphere3, 1487.1592, 1
Sphere19, 1612.1668, 1
Sphere16, 1599.3933, 1
Sphere7, 1411.6612, 1
Sphere9, 1075.843, 1
Sphere18, 1521.333, 1
Sphere13, 2449.8077, 1
Sphere1, 1609.1978, 1
Sphere6, 2874.7316, 2
Sphere5, 4586.29, 1
Sphere20, 1848.7035, 1
Sphere8, 2012.2372, 1
Sphere17, 1511.4348, 1
Sphere15, 1475.0663, 1
Sphere2, 1911.2787, 1
Sphere12, 1224.2242, 1
Sphere4, 1588.0838, 1
Sphere14, 1700.05, 1
Sphere11, 1312.0752, 1
Sphere10, 1425.2816, 1
Sphere6, 3574.5098, 1
Sphere4, 1822.7414, 1
Sphere8, 2099.1468, 1
Sphere14, 2061.6969, 1
Sphere17, 1899.3314, 1
Sphere1, 1698.8196, 1
Sphere9, 1399.6354, 1
Sphere11, 1237.0492, 1
Sphere12, 1674.5285, 1
Sphere16, 1511.9341, 1
Total, 104764.0976, 51
Name, finalTime, numberOfAttempts
