Name, finalTime, numberOfAttempts
Sphere19, 1249.2437, 1
Sphere16, 1923.8989, 1
Sphere13, 1998.7574, 1
Sphere15, 2049.4382, 1
Sphere11, 1435.8139, 1
Sphere12, 1250.2202, 1
Sphere7, 1237.5965, 1
Sphere18, 1824.0218, 1
Sphere10, 1512.3312, 1
Sphere8, 1561.3616, 1
Sphere3, 1361.6516, 1
Sphere9, 1261.0968, 1
Sphere1, 1124.4755, 1
Sphere2, 1462.5248, 1
Sphere4, 1274.0542, 1
Sphere6, 1112.138, 1
Sphere17, 1774.5855, 1
Sphere20, 1812.2337, 1
Sphere14, 1586.6202, 1
Sphere5, 1150.1246, 1
Sphere17, 1636.097, 1
Sphere2, 1674.5545, 1
Sphere4, 1736.5781, 1
Sphere11, 1612.5854, 1
Sphere18, 1898.797, 1
Sphere1, 1449.3536, 1
Sphere13, 1111.8073, 1
Sphere14, 1474.2698, 1
Sphere7, 1486.7499, 1
Sphere15, 1274.1165, 1
Sphere12, 1413.1069, 1
Sphere9, 1411.9622, 1
Sphere6, 1186.7003, 1
Sphere10, 1875.0191, 1
Sphere19, 2836.9628, 2
Sphere8, 1861.4264, 1
Sphere3, 1299.2635, 1
Sphere20, 1649.5337, 1
Sphere16, 1161.0679, 1
Sphere5, 1561.8533, 1
Sphere18, 1586.3664, 1
Sphere13, 1236.5315, 1
Sphere9, 1374.1509, 1
Sphere1, 1450.5505, 1
Sphere7, 2136.9848, 1
Sphere15, 1424.2702, 1
Sphere16, 1136.5855, 1
Sphere10, 2762.3462, 2
Sphere14, 1211.3404, 1
Sphere2, 1336.5531, 1
Total, 77263.4798, 52
