Name, finalTime, numberOfAttempts
Sphere12, 1287.2238, 1
Sphere11, 1587.4024, 1
Sphere4, 1387.4944, 1
Sphere15, 2125.2743, 1
Sphere8, 1887.4071, 1
Sphere1, 1762.9173, 1
Sphere3, 1612.5264, 1
Sphere14, 6309.6649, 3
Sphere16, 2025.6429, 1
Sphere9, 1599.1306, 1
Sphere17, 2162.0897, 1
Sphere7, 1587.0417, 1
Sphere19, 1924.8461, 1
Sphere6, 1698.9721, 1
Sphere13, 2274.7507, 1
Sphere20, 1350.0895, 1
Sphere2, 4136.9177, 2
Sphere10, 2836.7318, 1
Sphere5, 3312.0791, 1
Sphere18, 2161.9391, 1
Sphere10, 9536.2604, 2
Sphere17, 4269.2522, 1
Sphere9, 2361.9704, 1
Sphere4, 1036.973, 1
Sphere7, 2450.045, 1
Sphere18, 2200.1047, 1
Sphere3, 1249.2788, 1
Sphere11, 1311.3332, 1
Sphere20, 2048.9057, 1
Sphere15, 2174.5802, 1
Sphere12, 1636.1819, 1
Sphere5, 2999.4791, 1
Sphere13, 2599.5474, 1
Sphere14, 1625.0251, 1
Sphere6, 1912.6529, 1
Sphere1, 1461.6011, 1
Sphere19, 8562.4755, 3
Sphere8, 1649.2852, 1
Sphere16, 2062.0561, 1
Sphere2, 8549.4304, 3
Sphere1, 1324.3551, 1
Sphere12, 2212.099, 1
Sphere5, 2186.9122, 1
Sphere14, 1774.5751, 1
Sphere9, 2023.9851, 1
Sphere10, 2774.3709, 1
Sphere8, 1912.656, 1
Sphere17, 2775.2443, 1
Sphere7, 1286.6342, 1
Sphere3, 1886.8621, 1
Total, 126916.2463, 58
Name, finalTime, numberOfAttempts
