Name, finalTime, numberOfAttempts
Sphere19, 5910.433, 1
Sphere16, 1287.0999, 1
Sphere13, 1911.8104, 1
Sphere15, 2962.2049, 2
Sphere11, 1011.9141, 1
Sphere12, 1849.9987, 1
Sphere7, 1773.4403, 1
Sphere18, 1199.3553, 1
Sphere10, 1312.6574, 1
Sphere8, 887.6397, 1
Sphere3, 1324.5516, 1
Sphere9, 1036.4522, 1
Sphere1, 1263.4557, 2
Sphere2, 811.8402, 1
Sphere4, 2124.298, 1
Sphere6, 887.773, 1
Sphere17, 1799.3308, 1
Sphere20, 936.925, 1
Sphere14, 1274.5283, 1
Sphere5, 861.6231, 1
Sphere17, 1424.7543, 1
Sphere2, 974.572, 1
Sphere4, 2298.7855, 1
Sphere11, 1287.3629, 1
Sphere18, 1062.2777, 1
Sphere1, 1249.01, 1
Sphere13, 1974.9758, 2
Sphere14, 1312.4135, 1
Sphere7, 886.7961, 1
Sphere15, 761.6929, 1
Sphere12, 1974.1666, 2
Sphere9, 949.6891, 1
Sphere6, 937.7258, 1
Sphere10, 1386.9072, 1
Sphere19, 1274.3832, 1
Sphere8, 1599.6054, 2
Sphere3, 1249.5478, 1
Sphere20, 1099.5498, 1
Sphere16, 1762.2374, 2
Sphere5, 1136.7337, 1
Sphere18, 886.8008, 1
Sphere13, 1386.8419, 1
Sphere9, 2286.3026, 1
Sphere1, 4049.7535, 1
Sphere7, 1611.7425, 1
Sphere15, 1162.2259, 1
Sphere16, 1124.7131, 1
Sphere10, 1349.0757, 1
Sphere14, 1287.7927, 1
Sphere2, 1011.471, 1
Total, 75212.1504, 56
