Name, finalTime, numberOfAttempts
Sphere12, 1774.4977, 1
Sphere10, 4537.5418, 2
Sphere16, 2348.4408, 1
Sphere4, 2425.1948, 1
Sphere7, 4261.9958, 1
Sphere17, 1274.2956, 1
Sphere13, 3961.734, 1
Sphere1, 1761.6434, 1
Sphere19, 1599.312, 2
Sphere18, 1911.7563, 2
Sphere14, 2199.3958, 1
Sphere3, 2199.2669, 1
Sphere5, 3550.2518, 1
Sphere20, 1648.4065, 1
Sphere6, 2199.4816, 1
Sphere11, 1560.6026, 1
Sphere9, 2324.6573, 2
Sphere8, 1737.0281, 1
Sphere2, 3475.2357, 1
Sphere15, 1474.3234, 1
Sphere3, 2050.0856, 1
Sphere19, 1248.7875, 1
Sphere16, 2036.9396, 2
Sphere7, 1649.7864, 1
Sphere9, 1349.5733, 2
Sphere18, 3237.2271, 1
Sphere13, 3687.1153, 1
Sphere1, 1212.6865, 1
Sphere6, 1323.9119, 1
Sphere5, 2562.1016, 1
Sphere20, 1686.5328, 1
Sphere8, 1711.405, 1
Sphere17, 3712.2564, 1
Sphere15, 1287.526, 1
Sphere2, 2662.5062, 1
Sphere12, 1324.2263, 2
Sphere4, 2611.6254, 1
Sphere14, 1999.5654, 1
Sphere11, 1999.0864, 1
Sphere10, 2398.9265, 1
Sphere6, 5998.9308, 3
Sphere4, 2362.1706, 1
Sphere8, 1612.3146, 1
Sphere14, 1199.6603, 1
Sphere17, 1174.8639, 1
Sphere1, 1674.8726, 1
Sphere9, 1686.8902, 1
Sphere11, 1349.291, 1
Sphere12, 1724.2759, 1
Sphere16, 3411.718, 2
Total, 112203.7485, 60
Name, finalTime, numberOfAttempts
