Name, finalTime, numberOfAttempts
Sphere12, 3224.7186, 2
Sphere10, 2399.8993, 1
Sphere16, 886.526, 1
Sphere4, 1574.3899, 1
Sphere7, 3962.2618, 2
Sphere17, 1836.4097, 1
Sphere13, 3038.1229, 2
Sphere1, 2224.4147, 1
Sphere19, 1874.5258, 1
Sphere18, 1399.3625, 1
Sphere14, 6536.7585, 2
Sphere3, 2024.0996, 1
Sphere5, 3686.6627, 1
Sphere20, 1011.7724, 1
Sphere6, 5062.6299, 1
Sphere11, 1311.565, 1
Sphere9, 1586.1251, 1
Sphere8, 1211.7086, 1
Sphere2, 2324.291, 1
Sphere15, 1361.5532, 1
Sphere3, 1587.1003, 1
Sphere19, 1887.385, 1
Sphere16, 911.8165, 1
Sphere7, 1423.781, 1
Sphere9, 1298.9905, 1
Sphere18, 1472.5948, 1
Sphere13, 1237.6875, 1
Sphere1, 1036.7912, 1
Sphere6, 3649.3174, 1
Sphere5, 1824.2429, 1
Sphere20, 2975.4765, 1
Sphere8, 6361.1667, 5
Sphere17, 1385.5135, 1
Sphere15, 1187.238, 1
Sphere2, 1986.9932, 1
Sphere12, 847.111, 1
Sphere4, 1562.807, 1
Sphere14, 3962.5671, 2
Sphere11, 1562.3577, 1
Sphere10, 2111.9771, 1
Sphere6, 5587.1656, 2
Sphere4, 4037.235, 2
Sphere8, 2162.021, 1
Sphere14, 1636.9258, 1
Sphere17, 1887.1606, 1
Sphere1, 2313.0833, 1
Sphere9, 1023.2173, 1
Sphere11, 1249.3647, 1
Sphere12, 6624.4172, 4
Sphere16, 1112.0456, 1
Total, 116477.2455, 64
