Name, finalTime, numberOfAttempts
Sphere19, 1970.5619, 3
Sphere16, 1211.2221, 3
Sphere13, 749.2124, 1
Sphere15, 661.3281, 1
Sphere11, 998.6691, 2
Sphere12, 1062.215, 2
Sphere7, 987.2321, 2
Sphere18, 936.6461, 1
Sphere10, 799.6511, 1
Sphere8, 649.4467, 1
Sphere3, 1361.7999, 3
Sphere9, 936.8046, 1
Sphere1, 850.3747, 1
Sphere2, 736.7494, 1
Sphere4, 786.8255, 1
Sphere6, 599.1884, 1
Sphere17, 1387.4857, 3
Sphere20, 1024.3672, 2
Sphere14, 583.5496, 1
Sphere5, 699.3385, 1
Sphere17, 624.3726, 1
Sphere2, 574.4884, 1
Sphere4, 612.0916, 1
Sphere11, 500.0649, 1
Sphere18, 499.7769, 1
Sphere1, 836.3792, 2
Sphere13, 974.4932, 3
Sphere14, 849.7428, 2
Sphere7, 874.5078, 2
Sphere15, 462.2873, 1
Sphere12, 824.8576, 2
Sphere9, 700.402, 1
Sphere6, 637.3517, 1
Sphere10, 749.1389, 1
Sphere19, 661.3195, 1
Sphere8, 649.2203, 1
Sphere3, 1336.5936, 3
Sphere20, 886.731, 2
Sphere16, 799.1521, 2
Sphere5, 448.9297, 1
Sphere18, 849.0856, 2
Sphere13, 699.3989, 1
Sphere9, 649.3316, 1
Sphere1, 524.4652, 1
Sphere7, 999.4138, 2
Sphere15, 486.5649, 1
Sphere16, 1361.6245, 3
Sphere10, 1137.2695, 2
Sphere14, 924.8526, 1
Sphere2, 624.9711, 1
Total, 41784.2759, 77
Sphere2, 1137.7006, 1
Total, 42297.0054, 78
Sphere2, 1461.9341, 1
Total, 42621.2389, 79
